naam;kvk;rechtsvorm;straat;huisnummer;huisnummertoevoeging;postcode;woonplaatsnaam;landnaam;zaanvadresinfo;locatienaam;lomschrijving;vestigingsnummer;lstraat;lhuisnummer;lhuisnummertoevoeging;lpostcode;lwoonplaatsnaam;llandnaam;laanvadresinfo;iswzdacco;iswvggzaco;iswzdamb;isawvggzmb;aantekeningingang;aantekeningeinde;isbopz;zvvochtvoedingmedicatie;zvbeperkenbewegingsvrijheid;zvinsluiten;zvtoezicht;zvonderzoekkledinglichaam;zvonderzoekwoonruimte;zvcontrolerenmiddelen;zvbeperkeneigenleven;zvbeperkenbezoek;zvtijdelijkverblijf
Stichting Zorggroep Ter Weel;41114350;stichting;Joannaplantsoen;1;;4462 AV;Goes;Nederland;;Kleinschalige groepswoning in Hof Cruninghe;;;Langeviele;43;;4416 CE;Kruiningen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorggroep Ter Weel;41114350;stichting;Joannaplantsoen;1;;4462 AV;Goes;Nederland;;Verpleegafdeling (6 groepswoningen) in het Gasthuis;;;Kievitlaan;64;;4461 RB;Goes;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorggroep Ter Weel;41114350;stichting;Joannaplantsoen;1;;4462 AV;Goes;Nederland;;Verpleegunit in Zorgcentrum Randhof;;;s-Heer Elsdorpweg;18;;4461 WL;Goes;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorggroep Ter Weel;41114350;stichting;Joannaplantsoen;1;;4462 AV;Goes;Nederland;;Zorgcentrum Ter Weel, locatie Goes (verpleeghuis);;;Joannaplantsoen;1;;4462 AV;Goes;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Vlietzicht, kleinschalige groepswoning;;;Bakkershof;1;;2291 DC;Wateringen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Vlietzicht, kleinschalige groepswoning;;;Bakkershof;9;;2291 DC;Wateringen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Vlietzicht, kleinschalige groepswoning;;;Bakkershof;19;;2291 DC;Wateringen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Vlietzicht, kleinschalige groepswoning;;;Bakkershof;29;;2291 DC;Wateringen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie De Bieslandhof;;;Beukenlaan;2;;2612 VC;Delft;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Stefanna, afdelingen op de 1e, 2e, 3e en 4e verdieping;;;Aart van der Leeuwlaan;904;;2624 LW;Delft;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Die Buytenweye, zes verpleegunits verdeeld over drie afdelingen;;;Chopinlaan;9;;2625 TD;Delft;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Veenhage, vier verpleegafdelingen;;;Meidoornlaan;2;;2631 GC;Nootdorp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Akkerleven, verpleegafdeling;;;Veldvreugd;15;;2636 JJ;Schipluiden;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Akkerleven, verpleegafdeling;;;Veldvreugd;17;;2636 JJ;Schipluiden;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Watersnip;;;Floralaan;24;;2643 HA;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Watersnip;;;Floralaan;40;;2643 HA;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Watersnip;;;Floralaan;50;;2643 HA;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Watersnip;;;Floralaan;60;;2643 HA;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Peter van Foreest, locatie Weidevogelhof, gebouw Kwartel;;;Floralaan;114;;2643 HD;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Peter van Foreest, locatie Weidevogelhof, gebouw Kwartel;;;Floralaan;132;;2643 HD;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Peter van Foreest, locatie Weidevogelhof, gebouw Kwartel;;;Floralaan;150;;2643 HD;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Wulp;;;Floralaan;228;;2643 HE;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Wulp;;;Floralaan;256;;2643 HE;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Wulp;;;Floralaan;274;;2643 HE;Pijnacker;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie De Hooge Tuinen;;;Atriumhof;2;;2672 HP;Naaldwijk;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie De Terwebloem, vier kleinschalige groepswoningen;;;Van Bergenhenegouwenlaan;2;;2685 GB;Poeldijk;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie De Kreek, afdelingen op de 1e en 2e etage en afdeling Mantelmeeuw;;;Leeuweriklaan;34;;2691 CK;S-Gravenzande;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Sonnevanck, afdelingen op de 1e en 2e verdieping;;;Viottastraat;2;;2692 BS;S-Gravenzande;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Singelhof, kleinschalige groepswoning;;;Hofsingel;28;A;3155 AL;Maasland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorginstellingen Pieter van Foreest;27185703;stichting;Kalfjeslaan;2;;2600 AC;Delft;Nederland;;Stichting Zorginstellingen Pieter van Foreest, locatie Singelhof, kleinschalige groepswoning;;;Hofsingel;28;B;3155 AL;Maasland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgorganisatie Het Hoge Veer;41099381;stichting;Hoge Veer;1;;4941 KH;Raamsdonksveer;Nederland;;Verpleegafdeling in Zorgcentrum Het Hoge Veer;;;Hoge Veer;1;;4941 KH;Raamsdonksveer;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgorganisatie NiKo;54102901;stichting;Prins Alexanderstraat;25;;1814 XK;Alkmaar;Nederland;;De Palatijn;;;Dillenburgstraat;1;;1814 JV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegunit in Zorgcentrum Vijverhof;;;Burgemeester van Dobben de Bruijnstraat;23;;2411 AP ;Bodegraven;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegunit op de 3e etage van zorgcentrum Souburgh;;;Prins Bernhardlaan;2;;2741 DW;Waddinxveen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegunit op de begane grond van zorgcentrum Souburgh;;;Prins Bernhardlaan;2;;2741 DW;Waddinxveen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegafdeling in Floravita;;;Boezemlaan;4;;2771 VP;Boskoop;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegafdeling in Zorgcentrum Gouwestein;;;Van Bergen IJzendoornpark;7;;2801 AA;Gouda;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegafdeling in Zorgcentrum Savelberg;;;Savelberghof;200;;2803 ZR;Gouda;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegafdeling in Zorgcentrum Ronssehof;;;Ronsseweg;410;;2803 ZX;Gouda;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleeghuis Prinsenhof;;;Anna van Meertenstraat;10;;2804 TL;Gouda;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegafdeling (kleinschalige woongroepen) in Verpleeghuis De Hanepraij;;;Fluwelensingel;10;;2806 CH;Gouda;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegafdeling in Centrum De Reehorst;;;Treebord;19;;2811 EA;Reeuwijk;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Centrum Moerdrecht, 2 etages;;;Land voor Water;3;;2841 NA;Moordrecht;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegafdelingen in Zorgcentrum Slothoven;;;Poorthuisstraat;23;;2861 DV;Bergambacht;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Kleinschalige woonvoorziening De Waterpoort;;;De Markt;182;;2931 EC;Krimpen Aan De Lek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleegunit in Zorgcentrum Geerestein;;;Burgmeester Neetsstraat;6;;2935 BB;Ouderkerk Aan De Ijssel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgpartners Midden-Holland;24325621;stichting;Ronsseweg;242;;2800 AS;Gouda;Nederland;;Verpleeghuis Breeje Hendrick;;;Nicolaas Beetsstraat;1;;2941 TN;Lekkerkerk;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgplein Maaswaarden;41099316;stichting;Azaleastraat;26;;4261 CW;Wijk En Aalburg;Nederland;;Zorgplein Maaswaarden, locatie Wijkestein, Verpleegafdeling de Haven;;;Azaleastraat;26;;4261 CW;Wijk En Aalburg;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgplein Maaswaarden;41099316;stichting;Azaleastraat;26;;4261 CW;Wijk en Aalburg;Nederland;;Zorgplein Maaswaarden, locatie de Notenhoff, Verpleegafdeling de Zwaan;;;Nachtegaallaantje;1;;4281 PN;Andel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgrésidence Regina;9026906;beslotenVennootschap;Arnhemsestraatweg;21;;6881 NC;Velp;Nederland;;Zorgrésidence Regina;;;Arnhemsestraatweg;21;;6881 NC;Velp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum;41186628;stichting;Edisonbaan;14;;3430 BD;Nieuwegein;Nederland;;Kleinschalige woonvorm De Dichter;;;Roland Holstlaan;1;;3431 GP;Nieuwegein;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum;41186628;stichting;Edisonbaan;14;;3430 BD;Nieuwegein;Nederland;;Verpleeghuis De Geinsche Hof;;;Vuurscheschans;75;;3432 TX;Nieuwegein;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum;41186628;stichting;Edisonbaan;14;;3430 BD;Nieuwegein;Nederland;;Woonzorgcentrum Vreeswijk;;;Lekboulevard;10;;3434 GL;Nieuwegein;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum;41186628;stichting;Edisonbaan;14;;3430 BD;Nieuwegein;Nederland;;Schakelafdeling in het St. Antonius Ziekenhuis;;;Koekoekslaan;1;;3435 CM;Nieuwegein;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum;41186628;stichting;Edisonbaan;14;;3430 BD;Nieuwegein;Nederland;;Verpleeghuis Het Houtens Erf;;;Stationserf;82;;3991 KZ;Houten;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum;41186628;stichting;Edisonbaan;14;;3430 BD;Nieuwegein;Nederland;;Hof van Batenstein;;;Hof van Batenstein;1;;4131 HA;Vianen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum;41186628;stichting;Edisonbaan;14;;3430 BD;Nieuwegein;Nederland;;Kleinschalige woonvorm in De Plataan;;;Ruinkamp;1;;4133 GX;Vianen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum Het Zand;5060683;stichting;Hollewandsweg;17;;8004 DD;Zwolle;Nederland;;Verpleegunit in Verzorgingshuis De Hulstkampen;;;Raiffeisenstraat;1;;7711 JE;Nieuwleusen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum Het Zand;5060683;stichting;Hollewandsweg;17;;8004 DD;Zwolle;Nederland;;Verpleegunit in Verzorgingshuis De Berghorst;;;Ebbinge Wubbenlaan;80;;7951 AZ;Staphorst;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum Het Zand;5060683;stichting;Hollewandsweg;17;;8004 DD;Zwolle;Nederland;;Zorgspectrum Het  Zand, verpleeghuis Zandhove;;;Hollewandsweg;17;;8014 BE;Zwolle;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum Het Zand;5060683;stichting;Hollewandsweg;17;;8004 DD;Zwolle;Nederland;;Kleinschalige verpleegunit in Verzorgingshuis Het Weijtendaal;;;Slotpark;1;;8131 DW;Wijhe;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgspectrum Het Zand;5060683;stichting;Hollewandsweg;17;;8004 DD;Zwolle;Nederland;;Verpleegunit in verzorgingshuis Het Wooldhuis;;;Paalweg;10;;8141 RV;Heino;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgstroom;22047368;stichting;Breestraat;15;;4330 AH;Middelburg;Nederland;;Verpleegcentrum Buitenrust;;;Buitenruststraat;221;;4337 EP;Middelburg;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgstroom;22047368;stichting;Breestraat;15;;4330 AH;Middelburg;Nederland;;Kleinschalige woonvoorziening Binnenhaven;;;Kraayerthavenstraat;1;;4339 BV;Nieuw- En Sint Joosland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgstroom;22047368;stichting;Breestraat;15;;4330 AH;Middelburg;Nederland;;Verpleegunit in Zorgcentrum Nieuw Sandenburgh;;;Sandenburghlaan;2;;4351 RL;Veere;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Gravin Sophie (zeven groepswoningen);;;Gravinnelaan;5;;3261 AV;Oud-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Vijf groepswoningen psychogeriatrie in locatie Rembrandt;;;Rembrandtplein;1;;3262 HW;Oud-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Groepswoning Poorthuis;;;Maximastraat;4;;3264 WB;Nieuw-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Twee kleinschalige woongroepen in verpleeghuis Hofwijk;;;Hertoglaan;1;;3271 TL;Mijnsheerenland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Kleinschalige groepswoning Korenschoof;;;Wouter van den Walestraat;1;;3274 CR;Heinenoord;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Woonboerderij Dorpzigt;;;Dorpzigt;1;;3284 CA;Zuid-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Woonboerderij Dorpzigt;;;Dorpzigt;3;;3284 CA;Zuid-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Woonboerderij Dorpzigt;;;Dorpzigt;5;;3284 CA;Zuid-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Woonboerderij Dorpzigt;;;Dorpzigt;7;;3284 CA;Zuid-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Woonboerderij Dorpzigt;;;Dorpzigt;9;;3284 CA;Zuid-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Woonboerderij Dorpzigt;;;Dorpzigt;11;;3284 CA;Zuid-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Woonboerderij Dorpzigt;;;Dorpzigt;13;;3284 CA;Zuid-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Woonboerderij Dorpzigt;;;Dorpzigt;15;;3284 CA;Zuid-Beijerland;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Bliekenhof (groepswoning);;;Kerkstraat;30;;3286 AK;Klaaswaal;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Trivalent-locatie De Hoge Weide;;;Grote Weel;1;;3291 DA;Strijen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Unit 117 in De Hoge Weide;;;Grote Weel;1;;3291 DA;Strijen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;Trivalent-locatie 't Weegje;;;t Weegje;3;;3295 CT;S-Gravendeel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;De Wijk van je Leven, Woning 5 (Sabina van Egmont);;;Schaduwrijk;13;;3297 SC;Puttershoek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;De Wijk van je Leven, Woning 3 (Sabina van Egmont);;;Schaduwrijk;17;;3297 SC;Puttershoek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;De Wijk van je Leven, Woning 1 (Sabina van Egmont en Trivalent);;;Schaduwrijk;23;;3297 SC;Puttershoek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;De Wijk van je Leven, Woning 2 (Sabina van Egmont en Trivalent);;;Schaduwrijk;25;;3297 SC;Puttershoek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;De Wijk van je Leven, Woning 3 (Sabina van Egmont en Trivalent);;;Schaduwrijk;27;;3297 SC;Puttershoek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;De Wijk van je Leven, Woning 4 (Sabina van Egmont en Trivalent);;;Schaduwrijk;29;;3297 SC;Puttershoek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;De Wijk van je Leven, Woning 1 (Sabina van Egmont);;;Schaduwrijk;65;;3297 SC;Puttershoek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;De Wijk van je Leven, Woning 4 (Sabina van Egmont);;;Schemering;12;;3297 SH;Puttershoek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zorgwaard;50024078;stichting;Zomerplein;15;;3297 ZG;Puttershoek;Nederland;;De Wijk van je Leven, Woning 2 (Sabina van Egmont);;;Dageraad;11;;3297 SJ;Puttershoek;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Achterhoek/Liemers, De Vergert;;;Rijksweg;88;;6921 AJ;Duiven;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, De Wilg;;;Meerkoetstraat;82;;6921 VW;Duiven;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Achterhoek/Liemers, Wonen Didam - locatie Meulenvelden Waverlo;;;Waverlo;35;;6942 RG;Didam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, verpleegafdeling voor verstandelijk gehandicapten in gebouw De Lunette van verpleeghuis Sutfene;;;Coehoornsingel;3;;7201 AA;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
